표이름,시점,지역,분류,항목,값,단위
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,60~64,58,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,65~69,36,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,70~74,29,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,75~79,15,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,80세이상,12,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,경영주평균연령,63.2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,경영주교육정도별농가:          받지않음,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,초등학교,49,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,중학교,39,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,고등학교,86,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,4년제미만대학,20,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,4년제이상대학교,19,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,대학원 석사과정,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,3.0~4.0,대학원 박사과정,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,농가,90,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,30~34,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,35~39,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,40~44,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,45~49,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,50~54,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,55~59,14,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,60~64,34,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,65~69,14,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,70~74,8,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,75~79,10,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,80세이상,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,경영주평균연령,63.3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,경영주교육정도별농가:          받지않음,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,초등학교,11,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,중학교,16,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,고등학교,47,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,4년제미만대학,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,4년제이상대학교,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,대학원 석사과정,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,4.0~5.0,대학원 박사과정,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,농가,58,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,30~34,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,35~39,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,40~44,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,45~49,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,50~54,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,55~59,13,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,60~64,18,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,65~69,8,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,70~74,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,75~79,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,80세이상,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,경영주평균연령,61.5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,경영주교육정도별농가:          받지않음,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,초등학교,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,중학교,15,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,고등학교,24,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,4년제미만대학,7,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,4년제이상대학교,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,대학원 석사과정,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,5.0~6.0,대학원 박사과정,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,농가,41,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,30~34,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,35~39,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,40~44,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,45~49,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,50~54,3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,55~59,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,60~64,12,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,65~69,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,70~74,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,75~79,3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,80세이상,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,경영주평균연령,60.5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,경영주교육정도별농가:          받지않음,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,초등학교,9,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,중학교,12,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,고등학교,13,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,4년제미만대학,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,4년제이상대학교,3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,대학원 석사과정,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,6.0~7.0,대학원 박사과정,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,농가,66,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,30~34,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,35~39,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,40~44,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,45~49,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,50~54,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,55~59,14,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,60~64,17,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,65~69,14,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,70~74,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,75~79,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,80세이상,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,경영주평균연령,59.8,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,경영주교육정도별농가:          받지않음,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,초등학교,13,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,중학교,12,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,고등학교,29,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,4년제미만대학,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,4년제이상대학교,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,대학원 석사과정,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,7.0~10.0,대학원 박사과정,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,농가,45,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,30~34,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,35~39,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,40~44,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,45~49,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,50~54,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,55~59,9,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,60~64,14,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,65~69,3,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,70~74,10,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,75~79,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,80세이상,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,경영주평균연령,60.1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,경영주교육정도별농가:          받지않음,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,초등학교,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,중학교,10,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,고등학교,21,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,4년제미만대학,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,4년제이상대학교,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,대학원 석사과정,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,10.0ha 이상,대학원 박사과정,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,농가,11111,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,20~24,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,25~29,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,30~34,25,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,35~39,89,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,40~44,212,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,45~49,434,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,50~54,912,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,55~59,1658,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,60~64,2097,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,65~69,1826,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,70~74,1591,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,75~79,1181,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,80세이상,1078,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,경영주평균연령,65.1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,경영주교육정도별농가:          받지않음,329,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,초등학교,2569,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,중학교,1727,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,고등학교,3973,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,4년제미만대학,788,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,4년제이상대학교,1383,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,대학원 석사과정,260,가구
경영주 연령 및 교육정도별 농가,2020,천안시,농축산물경영형태별,대학원 박사과정,82,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,농가,5149,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,30~34,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,35~39,31,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,40~44,95,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,45~49,194,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,50~54,390,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,55~59,666,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,60~64,835,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,65~69,790,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,70~74,805,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,75~79,647,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,80세이상,690,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,경영주평균연령,66.5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,경영주교육정도별농가:          받지않음,191,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,초등학교,1438,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,중학교,815,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,고등학교,1724,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,4년제미만대학,318,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,4년제이상대학교,552,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,대학원 석사과정,89,가구
경영주 연령 및 교육정도별 농가,2020,천안시,논벼,대학원 박사과정,22,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,농가,1745,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,30~34,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,35~39,12,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,40~44,33,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,45~49,57,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,50~54,157,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,55~59,310,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,60~64,340,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,65~69,280,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,70~74,245,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,75~79,175,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,80세이상,132,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,경영주평균연령,64.5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,경영주교육정도별농가:          받지않음,51,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,초등학교,323,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,중학교,216,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,고등학교,659,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,4년제미만대학,135,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,4년제이상대학교,270,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,대학원 석사과정,67,가구
경영주 연령 및 교육정도별 농가,2020,천안시,식량작물,대학원 박사과정,24,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,농가,1021,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,20~24,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,25~29,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,30~34,4,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,35~39,10,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,40~44,16,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,45~49,33,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,50~54,79,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,55~59,164,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,60~64,199,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,65~69,186,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,70~74,159,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,75~79,97,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,80세이상,72,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,경영주평균연령,64.6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,경영주교육정도별농가:          받지않음,30,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,초등학교,242,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,중학교,177,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,고등학교,356,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,4년제미만대학,65,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,4년제이상대학교,117,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,대학원 석사과정,29,가구
경영주 연령 및 교육정도별 농가,2020,천안시,채소·산나물,대학원 박사과정,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,농가,358,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,30~34,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,35~39,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,40~44,7,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,45~49,17,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,50~54,20,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,55~59,60,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,60~64,65,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,65~69,60,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,70~74,42,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,75~79,48,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,80세이상,37,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,경영주평균연령,65.6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,경영주교육정도별농가:          받지않음,11,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,초등학교,81,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,중학교,52,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,고등학교,140,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,4년제미만대학,22,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,4년제이상대학교,42,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,대학원 석사과정,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,특용작물·버섯,대학원 박사과정,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,농가,1834,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,20~24,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,25~29,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,30~34,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,35~39,22,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,40~44,24,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,45~49,82,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,50~54,164,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,55~59,282,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,60~64,403,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,65~69,335,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,70~74,240,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,75~79,161,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,80세이상,117,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,경영주평균연령,63.9,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,경영주교육정도별농가:          받지않음,33,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,초등학교,337,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,중학교,325,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,고등학교,706,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,4년제미만대학,137,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,4년제이상대학교,247,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,대학원 석사과정,40,가구
경영주 연령 및 교육정도별 농가,2020,천안시,과수,대학원 박사과정,9,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,농가,55,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,30~34,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,35~39,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,40~44,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,45~49,5,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,50~54,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,55~59,12,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,60~64,12,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,65~69,7,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,70~74,8,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,75~79,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,80세이상,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,경영주평균연령,60.8,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,경영주교육정도별농가:          받지않음,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,초등학교,9,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,중학교,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,고등학교,19,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,4년제미만대학,11,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,4년제이상대학교,11,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,대학원 석사과정,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,약용작물,대학원 박사과정,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,농가,123,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,20~24,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,25~29,-,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,30~34,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,35~39,1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,40~44,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,45~49,7,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,50~54,14,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,55~59,20,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,60~64,35,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,65~69,14,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,70~74,14,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,75~79,9,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,80세이상,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,경영주평균연령,61.1,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,경영주교육정도별농가:          받지않음,2,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,초등학교,6,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,중학교,8,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,고등학교,49,가구
경영주 연령 및 교육정도별 농가,2020,천안시,화초·관상작물,4년제미만대학,15,가구
