표이름,시점,지역,분류,항목,값,단위
경영주 연령 및 교육정도별 농가,2020,전국,3.0~4.0,75~79,2121,가구
경영주 연령 및 교육정도별 농가,2020,전국,3.0~4.0,80세이상,1155,가구
경영주 연령 및 교육정도별 농가,2020,전국,3.0~4.0,경영주평균연령,63.5,가구
경영주 연령 및 교육정도별 농가,2020,전국,3.0~4.0,경영주교육정도별농가:          받지않음,714,가구
경영주 연령 및 교육정도별 농가,2020,전국,3.0~4.0,초등학교,6383,가구
경영주 연령 및 교육정도별 농가,2020,전국,3.0~4.0,중학교,6033,가구
경영주 연령 및 교육정도별 농가,2020,전국,3.0~4.0,고등학교,9378,가구
경영주 연령 및 교육정도별 농가,2020,전국,3.0~4.0,4년제미만대학,1602,가구
경영주 연령 및 교육정도별 농가,2020,전국,3.0~4.0,4년제이상대학교,1615,가구
경영주 연령 및 교육정도별 농가,2020,전국,3.0~4.0,대학원 석사과정,209,가구
경영주 연령 및 교육정도별 농가,2020,전국,3.0~4.0,대학원 박사과정,52,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,농가,13453,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,경영주연령별농가:15~19,1,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,20~24,2,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,25~29,17,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,30~34,48,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,35~39,145,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,40~44,297,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,45~49,620,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,50~54,1161,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,55~59,2221,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,60~64,3214,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,65~69,2527,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,70~74,1799,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,75~79,943,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,80세이상,458,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,경영주평균연령,62.8,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,경영주교육정도별농가:          받지않음,326,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,초등학교,3155,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,중학교,3234,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,고등학교,5001,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,4년제미만대학,859,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,4년제이상대학교,780,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,대학원 석사과정,83,가구
경영주 연령 및 교육정도별 농가,2020,전국,4.0~5.0,대학원 박사과정,15,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,농가,7923,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,20~24,3,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,25~29,12,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,30~34,24,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,35~39,92,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,40~44,182,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,45~49,433,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,50~54,734,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,55~59,1275,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,60~64,2026,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,65~69,1424,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,70~74,1021,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,75~79,449,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,80세이상,248,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,경영주평균연령,62.2,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,경영주교육정도별농가:          받지않음,173,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,초등학교,1731,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,중학교,1882,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,고등학교,3087,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,4년제미만대학,515,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,4년제이상대학교,469,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,대학원 석사과정,54,가구
경영주 연령 및 교육정도별 농가,2020,전국,5.0~6.0,대학원 박사과정,12,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,농가,6888,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,경영주연령별농가:15~19,1,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,20~24,1,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,25~29,9,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,30~34,34,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,35~39,81,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,40~44,188,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,45~49,409,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,50~54,688,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,55~59,1253,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,60~64,1774,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,65~69,1169,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,70~74,774,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,75~79,343,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,80세이상,164,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,경영주평균연령,61.4,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,경영주교육정도별농가:          받지않음,109,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,초등학교,1412,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,중학교,1616,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,고등학교,2831,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,4년제미만대학,456,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,4년제이상대학교,399,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,대학원 석사과정,52,가구
경영주 연령 및 교육정도별 농가,2020,전국,6.0~7.0,대학원 박사과정,13,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,농가,9552,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,20~24,1,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,25~29,17,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,30~34,70,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,35~39,148,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,40~44,283,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,45~49,584,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,50~54,1012,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,55~59,1823,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,60~64,2551,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,65~69,1625,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,70~74,892,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,75~79,351,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,80세이상,195,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,경영주평균연령,60.6,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,경영주교육정도별농가:          받지않음,134,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,초등학교,1788,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,중학교,2183,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,고등학교,4096,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,4년제미만대학,734,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,4년제이상대학교,538,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,대학원 석사과정,67,가구
경영주 연령 및 교육정도별 농가,2020,전국,7.0~10.0,대학원 박사과정,12,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,농가,9072,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,20~24,4,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,25~29,33,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,30~34,78,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,35~39,187,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,40~44,342,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,45~49,642,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,50~54,1145,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,55~59,1889,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,60~64,2379,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,65~69,1354,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,70~74,616,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,75~79,261,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,80세이상,142,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,경영주평균연령,59.1,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,경영주교육정도별농가:          받지않음,100,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,초등학교,1337,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,중학교,1913,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,고등학교,4145,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,4년제미만대학,834,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,4년제이상대학교,660,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,대학원 석사과정,62,가구
경영주 연령 및 교육정도별 농가,2020,전국,10.0ha 이상,대학원 박사과정,21,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,농가,1035193,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,경영주연령별농가:15~19,9,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,20~24,196,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,25~29,893,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,30~34,2760,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,35~39,8568,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,40~44,18985,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,45~49,42989,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,50~54,77645,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,55~59,124686,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,60~64,179143,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,65~69,168571,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,70~74,158197,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,75~79,133960,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,80세이상,118591,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,경영주평균연령,66.1,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,경영주교육정도별농가:          받지않음,67175,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,초등학교,276226,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,중학교,184088,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,고등학교,322871,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,4년제미만대학,71663,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,4년제이상대학교,93404,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,대학원 석사과정,15708,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물경영형태별,대학원 박사과정,4058,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,농가,409629,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,경영주연령별농가:15~19,3,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,20~24,57,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,25~29,262,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,30~34,821,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,35~39,2604,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,40~44,6327,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,45~49,15130,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,50~54,26045,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,55~59,41331,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,60~64,61763,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,65~69,63055,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,70~74,67628,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,75~79,63829,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,80세이상,60774,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,경영주평균연령,67.7,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,경영주교육정도별농가:          받지않음,32376,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,초등학교,132939,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,중학교,75866,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,고등학교,114548,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,4년제미만대학,22417,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,4년제이상대학교,26727,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,대학원 석사과정,3887,가구
경영주 연령 및 교육정도별 농가,2020,전국,논벼,대학원 박사과정,869,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,농가,140111,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,경영주연령별농가:15~19,1,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,20~24,12,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,25~29,85,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,30~34,284,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,35~39,976,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,40~44,2339,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,45~49,5528,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,50~54,10615,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,55~59,17852,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,60~64,24681,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,65~69,22629,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,70~74,20274,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,75~79,17993,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,80세이상,16842,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,경영주평균연령,66.2,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,경영주교육정도별농가:          받지않음,10014,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,초등학교,33032,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,중학교,22010,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,고등학교,44250,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,4년제미만대학,10421,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,4년제이상대학교,16163,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,대학원 석사과정,3341,가구
경영주 연령 및 교육정도별 농가,2020,전국,식량작물,대학원 박사과정,880,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,농가,168334,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,20~24,22,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,25~29,130,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,30~34,454,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,35~39,1452,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,40~44,3210,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,45~49,6913,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,50~54,12878,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,55~59,20763,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,60~64,31027,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,65~69,28628,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,70~74,25883,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,75~79,20505,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,80세이상,16469,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,경영주평균연령,65.6,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,경영주교육정도별농가:          받지않음,11091,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,초등학교,45206,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,중학교,31864,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,고등학교,54013,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,4년제미만대학,10541,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,4년제이상대학교,13130,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,대학원 석사과정,2002,가구
경영주 연령 및 교육정도별 농가,2020,전국,채소·산나물,대학원 박사과정,487,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,농가,32076,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,20~24,12,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,25~29,32,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,30~34,89,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,35~39,286,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,40~44,547,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,45~49,1122,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,50~54,2197,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,55~59,3653,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,60~64,5522,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,65~69,5108,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,70~74,4668,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,75~79,4368,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,80세이상,4472,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,경영주평균연령,66.8,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,경영주교육정도별농가:          받지않음,2882,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,초등학교,8621,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,중학교,5391,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,고등학교,9847,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,4년제미만대학,1962,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,4년제이상대학교,2793,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,대학원 석사과정,465,가구
경영주 연령 및 교육정도별 농가,2020,전국,특용작물·버섯,대학원 박사과정,115,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,농가,169163,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,경영주연령별농가:15~19,1,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,20~24,41,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,25~29,139,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,30~34,474,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,35~39,1624,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,40~44,3598,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,45~49,8280,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,50~54,14930,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,55~59,23473,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,60~64,32561,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,65~69,29610,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,70~74,24880,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,75~79,17240,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,80세이상,12312,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,경영주평균연령,64.3,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,경영주교육정도별농가:          받지않음,5951,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,초등학교,33615,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,중학교,29171,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,고등학교,59207,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,4년제미만대학,15526,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,4년제이상대학교,21126,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,대학원 석사과정,3571,가구
경영주 연령 및 교육정도별 농가,2020,전국,과수,대학원 박사과정,996,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,농가,7902,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,경영주연령별농가:15~19,2,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,20~24,2,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,25~29,9,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,30~34,24,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,35~39,65,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,40~44,159,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,45~49,420,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,50~54,869,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,55~59,1330,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,60~64,1681,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,65~69,1247,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,70~74,938,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,75~79,626,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,80세이상,530,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,경영주평균연령,63.1,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,경영주교육정도별농가:          받지않음,373,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,초등학교,1277,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,중학교,1205,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,고등학교,2770,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,4년제미만대학,739,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,4년제이상대학교,1211,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,대학원 석사과정,242,가구
경영주 연령 및 교육정도별 농가,2020,전국,약용작물,대학원 박사과정,85,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,농가,13406,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,20~24,6,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,25~29,24,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,30~34,72,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,35~39,164,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,40~44,371,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,45~49,826,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,50~54,1542,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,55~59,2292,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,60~64,2709,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,65~69,2109,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,70~74,1584,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,75~79,971,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,80세이상,736,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,경영주평균연령,62.2,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,경영주교육정도별농가:          받지않음,363,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,초등학교,1684,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,중학교,1662,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,고등학교,4963,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,4년제미만대학,1528,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,4년제이상대학교,2581,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,대학원 석사과정,463,가구
경영주 연령 및 교육정도별 농가,2020,전국,화초·관상작물,대학원 박사과정,162,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,농가,51308,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,경영주연령별농가:15~19,1,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,20~24,11,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,25~29,49,가구
